epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,169.025,0.67016,0.69459,0.94332,0.91127,0.97803,0.97535,0.8256,0.60534,0.49037,0.89916,0.00104703,0.00104703,0.00104703
29,174.701,0.68116,0.70952,0.94903,0.9138,0.93666,0.96881,0.79675,0.62984,0.56868,0.92494,0.00103288,0.00103288,0.00103288
30,180.273,0.68489,0.70467,0.95099,0.88408,0.97543,0.97357,0.8192,0.604,0.54786,0.89724,0.00101873,0.00101873,0.00101873
31,185.939,0.72757,0.74395,0.97593,0.90396,0.94997,0.97119,0.81524,0.58354,0.54246,0.88637,0.00100459,0.00100459,0.00100459
32,191.397,0.66509,0.6758,0.93215,0.90624,0.94554,0.96435,0.82845,0.58285,0.55684,0.89147,0.00099044,0.00099044,0.00099044
33,197.162,0.64193,0.67014,0.92481,0.90762,0.97462,0.97497,0.8334,0.56498,0.51774,0.8795,0.000976293,0.000976293,0.000976293
34,202.846,0.65136,0.6559,0.92987,0.89543,0.95039,0.97307,0.82099,0.57024,0.51843,0.88526,0.000962146,0.000962146,0.000962146
35,208.275,0.65494,0.66443,0.94036,0.91036,0.97421,0.97638,0.83286,0.56826,0.47359,0.8888,0.000947999,0.000947999,0.000947999
36,213.878,0.64932,0.6744,0.92886,0.94012,0.94882,0.9777,0.83918,0.55691,0.51893,0.88788,0.000933851,0.000933851,0.000933851
37,219.472,0.63625,0.66955,0.93087,0.93005,0.96519,0.98002,0.83934,0.54022,0.4618,0.88184,0.000919704,0.000919704,0.000919704
38,224.984,0.61728,0.65038,0.92209,0.91307,0.96425,0.97874,0.83146,0.55391,0.47787,0.88336,0.000905557,0.000905557,0.000905557
39,230.478,0.66981,0.69998,0.9502,0.93708,0.97102,0.98508,0.85326,0.53887,0.46471,0.87697,0.00089141,0.00089141,0.00089141
40,236.068,0.64123,0.62938,0.92149,0.94016,0.95848,0.98027,0.83415,0.55553,0.46901,0.88718,0.000877263,0.000877263,0.000877263
41,241.663,0.64837,0.6196,0.93286,0.92291,0.96734,0.98125,0.83834,0.54471,0.46808,0.87946,0.000863116,0.000863116,0.000863116
42,247.079,0.64142,0.63415,0.93308,0.94806,0.97137,0.98485,0.84223,0.53706,0.43552,0.87425,0.000848969,0.000848969,0.000848969
43,252.759,0.61915,0.59781,0.91043,0.94627,0.97714,0.98298,0.84749,0.53749,0.40998,0.8576,0.000834822,0.000834822,0.000834822
44,258.342,0.59963,0.60431,0.89173,0.93456,0.97038,0.97952,0.84828,0.52701,0.41589,0.86084,0.000820675,0.000820675,0.000820675
45,263.994,0.6128,0.61073,0.91459,0.92444,0.96639,0.98284,0.83742,0.56986,0.43837,0.88323,0.000806528,0.000806528,0.000806528
46,269.41,0.59227,0.61765,0.9204,0.95445,0.96501,0.98533,0.84313,0.53693,0.42746,0.86433,0.00079238,0.00079238,0.00079238
47,274.802,0.6014,0.65703,0.92215,0.94218,0.9801,0.98759,0.84156,0.55439,0.40439,0.87764,0.000778233,0.000778233,0.000778233
48,280.274,0.61866,0.6158,0.92268,0.95107,0.97645,0.98805,0.86723,0.47724,0.37615,0.84418,0.000764086,0.000764086,0.000764086
49,285.942,0.58198,0.56222,0.90728,0.94503,0.9752,0.98571,0.86248,0.49263,0.38198,0.84875,0.000749939,0.000749939,0.000749939
50,291.727,0.60556,0.59554,0.90331,0.93742,0.98289,0.98728,0.85741,0.50038,0.38405,0.84644,0.000735792,0.000735792,0.000735792
51,297.478,0.58263,0.54669,0.89263,0.94095,0.98505,0.98765,0.87655,0.47891,0.37354,0.83442,0.000721645,0.000721645,0.000721645
52,303.093,0.58011,0.56792,0.90176,0.94173,0.98297,0.98951,0.86728,0.47021,0.3744,0.83999,0.000707498,0.000707498,0.000707498
53,308.688,0.56722,0.55577,0.9089,0.95088,0.97857,0.98623,0.85622,0.49775,0.40049,0.85099,0.000693351,0.000693351,0.000693351
54,314.287,0.53916,0.57091,0.90543,0.95581,0.9739,0.99105,0.87209,0.48119,0.40593,0.84753,0.000679204,0.000679204,0.000679204
55,320.072,0.55628,0.54941,0.89229,0.95712,0.96522,0.98876,0.88285,0.45307,0.37844,0.83368,0.000665057,0.000665057,0.000665057
56,325.637,0.58168,0.57053,0.91522,0.93723,0.98385,0.98585,0.87928,0.4619,0.35568,0.83562,0.000650909,0.000650909,0.000650909
57,331.207,0.56282,0.56162,0.89939,0.94971,0.97641,0.98894,0.87541,0.44544,0.3617,0.83518,0.000636762,0.000636762,0.000636762
58,336.759,0.5443,0.53536,0.88281,0.95555,0.97211,0.98865,0.87736,0.45651,0.36385,0.83011,0.000622615,0.000622615,0.000622615
59,342.566,0.54276,0.52538,0.89184,0.95441,0.98721,0.98939,0.89376,0.42003,0.35528,0.82537,0.000608468,0.000608468,0.000608468
60,348.242,0.54174,0.52041,0.88872,0.96053,0.96788,0.98803,0.88721,0.43063,0.34819,0.82755,0.000594321,0.000594321,0.000594321
61,353.858,0.53089,0.52214,0.87582,0.95628,0.97792,0.9872,0.87068,0.45753,0.35385,0.83097,0.000580174,0.000580174,0.000580174
62,359.485,0.56153,0.54403,0.89409,0.93361,0.98139,0.98552,0.87464,0.45088,0.35734,0.82852,0.000566027,0.000566027,0.000566027
63,365.167,0.52867,0.52983,0.87982,0.96863,0.97239,0.99195,0.89541,0.42883,0.33097,0.82391,0.00055188,0.00055188,0.00055188
64,370.667,0.53617,0.52662,0.88367,0.94572,0.9895,0.9914,0.88081,0.45539,0.33542,0.82971,0.000537733,0.000537733,0.000537733
65,376.048,0.52536,0.50452,0.87335,0.96691,0.97972,0.99215,0.89035,0.42381,0.31886,0.82508,0.000523586,0.000523586,0.000523586
66,381.913,0.53105,0.51609,0.88672,0.96279,0.9808,0.99135,0.89313,0.42577,0.3238,0.82303,0.000509438,0.000509438,0.000509438
67,387.422,0.51513,0.49902,0.87188,0.95717,0.97272,0.99127,0.88744,0.42705,0.33678,0.82553,0.000495291,0.000495291,0.000495291
68,392.915,0.51037,0.49093,0.87274,0.97391,0.97621,0.99248,0.90265,0.41003,0.31781,0.81363,0.000481144,0.000481144,0.000481144
69,398.354,0.51252,0.5199,0.87723,0.95542,0.98711,0.9907,0.89842,0.40617,0.32324,0.81748,0.000466997,0.000466997,0.000466997
70,403.967,0.53286,0.52512,0.90764,0.94688,0.98184,0.99167,0.9036,0.41382,0.33295,0.81816,0.00045285,0.00045285,0.00045285
71,409.464,0.492,0.48125,0.87238,0.96465,0.98711,0.99265,0.91057,0.39604,0.29946,0.81519,0.000438703,0.000438703,0.000438703
72,414.952,0.49096,0.48979,0.86444,0.96631,0.99014,0.99322,0.91477,0.39718,0.29696,0.81413,0.000424556,0.000424556,0.000424556
73,420.877,0.50956,0.49895,0.87082,0.97721,0.98489,0.9933,0.91149,0.39437,0.29859,0.80791,0.000410409,0.000410409,0.000410409
74,426.511,0.49356,0.48144,0.87613,0.9711,0.9879,0.99355,0.91322,0.39989,0.31652,0.81519,0.000396262,0.000396262,0.000396262
75,432.37,0.51286,0.49474,0.88282,0.97161,0.98262,0.9935,0.90754,0.39632,0.30123,0.81569,0.000382115,0.000382115,0.000382115
76,438.385,0.50934,0.48253,0.87037,0.98044,0.98012,0.99364,0.91341,0.39446,0.30243,0.81187,0.000367967,0.000367967,0.000367967
77,443.98,0.47988,0.46421,0.86252,0.9754,0.98222,0.99346,0.90874,0.40083,0.30607,0.81393,0.00035382,0.00035382,0.00035382
78,449.556,0.48113,0.45021,0.85963,0.97544,0.98678,0.994,0.90958,0.38678,0.287,0.80914,0.000339673,0.000339673,0.000339673
79,455.083,0.48192,0.44264,0.85876,0.97913,0.98133,0.99415,0.91567,0.37113,0.28252,0.80744,0.000325526,0.000325526,0.000325526
80,460.621,0.47364,0.4451,0.85892,0.9738,0.98485,0.99365,0.91283,0.38776,0.28468,0.81041,0.000311379,0.000311379,0.000311379
81,466.144,0.48232,0.4621,0.86412,0.98433,0.98643,0.99438,0.91928,0.36943,0.27761,0.80543,0.000297232,0.000297232,0.000297232
82,471.662,0.46773,0.43427,0.85834,0.97936,0.98514,0.99406,0.91853,0.37636,0.28231,0.81038,0.000283085,0.000283085,0.000283085
83,477.262,0.48301,0.45969,0.87146,0.98303,0.9922,0.99441,0.91652,0.36529,0.27195,0.80169,0.000268938,0.000268938,0.000268938
84,482.812,0.47837,0.43314,0.85615,0.97083,0.98868,0.99334,0.91178,0.37627,0.27916,0.80734,0.000254791,0.000254791,0.000254791
85,488.319,0.45945,0.41593,0.85755,0.98062,0.98152,0.99324,0.92097,0.36895,0.27785,0.80623,0.000240644,0.000240644,0.000240644
86,493.982,0.47391,0.4531,0.86907,0.9752,0.98746,0.99443,0.91382,0.37163,0.27408,0.80761,0.000226497,0.000226497,0.000226497
87,499.767,0.4445,0.41394,0.85222,0.99213,0.98767,0.99472,0.92933,0.35703,0.26292,0.80698,0.000212349,0.000212349,0.000212349
88,505.5,0.45419,0.43667,0.85493,0.98989,0.99115,0.99489,0.92916,0.35457,0.25536,0.80265,0.000198202,0.000198202,0.000198202
89,510.839,0.44949,0.42281,0.85397,0.98544,0.99055,0.99468,0.92912,0.35434,0.26124,0.80264,0.000184055,0.000184055,0.000184055
90,516.325,0.43855,0.41494,0.85287,0.98184,0.98842,0.99484,0.92809,0.35109,0.25651,0.80279,0.000169908,0.000169908,0.000169908
91,556.703,0.44224,0.40233,0.84777,0.9807,0.99058,0.99459,0.92862,0.36065,0.26396,0.79755,0.000155761,0.000155761,0.000155761
92,562.322,0.40825,0.33184,0.83868,0.97532,0.99297,0.99444,0.92463,0.35372,0.26873,0.79868,0.000141614,0.000141614,0.000141614
93,568.055,0.42363,0.33997,0.83116,0.97424,0.99098,0.99453,0.92652,0.35932,0.26435,0.7968,0.000127467,0.000127467,0.000127467
94,573.714,0.40711,0.32406,0.83071,0.9824,0.97921,0.99395,0.91834,0.37873,0.2698,0.80214,0.00011332,0.00011332,0.00011332
95,579.255,0.40506,0.3241,0.82967,0.99071,0.97939,0.99435,0.92837,0.35473,0.25778,0.79881,9.91726e-05,9.91726e-05,9.91726e-05
96,584.697,0.39445,0.31759,0.8408,0.98977,0.98439,0.99395,0.92723,0.35212,0.25694,0.79799,8.50255e-05,8.50255e-05,8.50255e-05
97,590.007,0.39066,0.32095,0.82459,0.98595,0.98758,0.9942,0.92709,0.35585,0.25689,0.80099,7.08784e-05,7.08784e-05,7.08784e-05
98,595.363,0.39861,0.30434,0.83064,0.98476,0.98655,0.99466,0.93194,0.34227,0.25177,0.79538,5.67313e-05,5.67313e-05,5.67313e-05
99,600.885,0.39668,0.29905,0.84034,0.97684,0.99339,0.99465,0.93143,0.33817,0.25115,0.79431,4.25842e-05,4.25842e-05,4.25842e-05
100,606.438,0.3869,0.30154,0.81708,0.98077,0.9905,0.99465,0.93564,0.33525,0.24976,0.79374,2.84371e-05,2.84371e-05,2.84371e-05
