epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,947.928,0.60219,0.645,0.87323,0.98267,0.96482,0.9728,0.87638,0.47252,0.66391,0.81073,0.0013664,0.0013664,0.0013664
18,1002.14,0.5956,0.66012,0.87295,0.97882,0.96985,0.96882,0.89444,0.50226,0.6544,0.81053,0.0013268,0.0013268,0.0013268
19,1056.68,0.53417,0.61656,0.85805,0.96983,0.96922,0.97324,0.87886,0.53573,0.6101,0.80753,0.0012872,0.0012872,0.0012872
20,1112.95,0.53662,0.62364,0.85687,0.98179,0.9598,0.97717,0.86786,0.52752,0.61721,0.81046,0.0012476,0.0012476,0.0012476
21,1170.61,0.55158,0.56402,0.85565,0.97803,0.96985,0.97778,0.91418,0.40849,0.54632,0.7942,0.001208,0.001208,0.001208
22,1228.81,0.49781,0.54844,0.84544,0.98339,0.96482,0.97926,0.87487,0.4913,0.54804,0.81024,0.0011684,0.0011684,0.0011684
23,1286.27,0.50133,0.54703,0.86407,0.9795,0.96985,0.98146,0.90685,0.40169,0.52211,0.78764,0.0011288,0.0011288,0.0011288
24,1342.62,0.53343,0.54891,0.86577,0.98202,0.96985,0.97656,0.89174,0.45451,0.54611,0.79394,0.0010892,0.0010892,0.0010892
25,1400.81,0.51357,0.54442,0.85821,0.97433,0.97487,0.9808,0.90265,0.41346,0.52328,0.78266,0.0010496,0.0010496,0.0010496
26,1460.68,0.47546,0.53161,0.84506,0.97483,0.97329,0.97946,0.8883,0.51965,0.55751,0.80008,0.00101,0.00101,0.00101
27,1521.78,0.49533,0.48616,0.84717,0.97968,0.96907,0.97591,0.92746,0.34931,0.46949,0.76673,0.0009704,0.0009704,0.0009704
28,1583.26,0.45341,0.46054,0.8335,0.98467,0.96853,0.9742,0.92787,0.37078,0.46159,0.77089,0.0009308,0.0009308,0.0009308
29,1645.73,0.47642,0.49681,0.85975,0.98853,0.96985,0.97515,0.91435,0.38296,0.44741,0.77313,0.0008912,0.0008912,0.0008912
30,1710.88,0.49276,0.50331,0.85228,0.98875,0.96985,0.97959,0.81087,0.64216,0.48088,0.83155,0.0008516,0.0008516,0.0008516
31,1774.75,0.50241,0.47891,0.86051,0.987,0.96985,0.97502,0.90698,0.38013,0.40932,0.77447,0.000812,0.000812,0.000812
32,1839.2,0.50301,0.48828,0.85364,0.97987,0.97834,0.97809,0.92654,0.34899,0.40257,0.76483,0.0007724,0.0007724,0.0007724
33,1904.8,0.45474,0.45363,0.84407,0.98927,0.96985,0.97935,0.89172,0.37872,0.41367,0.7713,0.0007328,0.0007328,0.0007328
34,1969.88,0.47978,0.47491,0.85046,0.98974,0.96975,0.98439,0.91203,0.35419,0.38927,0.75766,0.0006932,0.0006932,0.0006932
35,2035.18,0.4885,0.4778,0.86777,0.98977,0.97286,0.98419,0.91433,0.37978,0.38842,0.76211,0.0006536,0.0006536,0.0006536
36,2100.52,0.46156,0.44098,0.82729,0.98973,0.96876,0.98444,0.94381,0.357,0.38389,0.75686,0.000614,0.000614,0.000614
37,2158.95,0.40837,0.43341,0.82771,0.98387,0.97487,0.98416,0.94279,0.33342,0.38292,0.75103,0.0005744,0.0005744,0.0005744
38,2215.07,0.43568,0.4173,0.83646,0.98979,0.974,0.98432,0.94112,0.33614,0.37297,0.75293,0.0005348,0.0005348,0.0005348
39,2272.43,0.40838,0.40399,0.83617,0.98307,0.9799,0.98353,0.9412,0.33596,0.3558,0.75524,0.0004952,0.0004952,0.0004952
40,2333.17,0.4245,0.3925,0.83406,0.98979,0.97422,0.98438,0.90794,0.38359,0.3617,0.76124,0.0004556,0.0004556,0.0004556
41,2393.9,0.39122,0.4238,0.82201,0.98914,0.97487,0.98496,0.94354,0.31743,0.39277,0.75059,0.000416,0.000416,0.000416
42,2454.66,0.37828,0.4244,0.80497,0.98881,0.97487,0.98578,0.94396,0.33538,0.40183,0.75072,0.0003764,0.0003764,0.0003764
43,2516.45,0.36873,0.40773,0.8241,0.98979,0.97451,0.985,0.94435,0.31457,0.35539,0.7487,0.0003368,0.0003368,0.0003368
44,2577.95,0.37044,0.38286,0.81549,0.98979,0.97453,0.9849,0.93927,0.35817,0.3692,0.75687,0.0002972,0.0002972,0.0002972
45,2640.04,0.35848,0.37311,0.80747,0.98979,0.97445,0.98514,0.94203,0.32101,0.36581,0.74828,0.0002576,0.0002576,0.0002576
46,2702.03,0.35516,0.37615,0.80648,0.98979,0.97449,0.98454,0.94524,0.3173,0.35241,0.74858,0.000218,0.000218,0.000218
47,2762.01,0.32154,0.36325,0.81099,0.98979,0.97462,0.9857,0.9466,0.32007,0.33152,0.74973,0.0001784,0.0001784,0.0001784
48,2823.38,0.35301,0.37647,0.82851,0.98988,0.98288,0.98616,0.95004,0.30508,0.32094,0.74455,0.0001388,0.0001388,0.0001388
49,2885.59,0.32299,0.35661,0.79778,0.98989,0.98389,0.98677,0.94954,0.29853,0.32061,0.74333,9.92e-05,9.92e-05,9.92e-05
50,2945.68,0.32016,0.35135,0.79832,0.98989,0.984,0.98687,0.94741,0.29841,0.31885,0.74331,5.96e-05,5.96e-05,5.96e-05
